WigleWifi-1.4,appRelease=1.58,model=LT26i,release=4.1.2,device=LT26i,display=6.2.B.0.200,board=MSM8660_SURF,brand=SEMC
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
20:e5:64:db:3e:fc,Fibertel WiFi429,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,1,-81,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
58:56:e8:fd:1e:4c,Fibertel WiFi614,[WPA-PSK-TKIP+CCMP][ESS],2014-01-28 08:46:33,6,-84,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
7c:bf:b1:50:1a:f6,Fibertel WiFi600,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,11,-85,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
b4:b3:62:6d:c6:60,JAH,[WPA2-PSK-CCMP][ESS],2014-01-28 08:46:33,1,-85,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
94:cc:b9:7f:b9:24,ARMEN wifi,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,11,-85,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
38:46:08:b1:50:c5,WiFi-Arnet-2851,[WPA-PSK-CCMP][ESS],2014-01-28 08:46:33,11,-86,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
00:8c:54:be:ab:52,Romano,[WPA-PSK-CCMP][ESS],2014-01-28 08:46:33,6,-90,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
38:60:77:d7:f0:95,Fibertel WiFi110,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,6,-90,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
94:cc:b9:7f:bf:ff,Fibertel WiFi977,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,1,-90,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
00:22:6b:3f:6a:0c,Wireless,[WPA-PSK-TKIP][WPS][ESS],2014-01-28 08:46:33,6,-91,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
00:1c:10:2a:c1:f6,NIETOS,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,6,-91,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
38:60:77:0c:08:c9,Telecentro-b4c4,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,1,-94,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
3c:75:4a:23:31:49,Lorena wi fi,[WEP][ESS],2014-01-28 08:46:33,6,-77,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
90:f6:52:d7:2e:dc,Liliana54,[WEP][ESS],2014-01-28 08:46:33,6,-93,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
14:5b:d1:2d:f3:64,Fibertel WiFi308,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,1,-71,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
e0:69:95:92:ec:79,Telecentro-74be,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,6,-77,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
00:25:9c:60:3e:48,MUKI,[WPA-PSK-TKIP][WPS][ESS],2014-01-28 08:46:33,6,-79,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
00:8c:54:f0:79:f2,Marament,[WPA-PSK-CCMP][ESS],2014-01-28 08:46:33,11,-79,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
00:0a:52:23:3c:38,Transitolento,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:46:33,6,-82,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
68:7f:74:e1:32:73,linksys8822,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][WPS][ESS],2014-01-28 08:46:33,6,-86,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
a4:52:6f:1a:95:64,WiFi-Arnet-3159,[WPA-PSK-CCMP][ESS],2014-01-28 08:46:33,11,-92,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
90:b1:34:8e:bc:bc,Fibertel Wifi NP,[WPA-PSK-TKIP][ESS],2014-01-28 08:46:33,11,-92,-34.59585244,-58.44583594,44.4000015258789,5,WIFI
72234_83_2476925,AR Personal,HSDPA;ar,2014-01-28 08:46:33,0,-77,-34.59585244,-58.44583594,44.4000015258789,5,GSM
54:e6:fc:c7:89:aa,wi-fi caro,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][ESS],2014-01-28 08:46:49,1,-79,-34.5957346,-58.44563734,43.5999984741211,6,WIFI
a0:f3:c1:34:e9:b0,BRUNITO,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:46:49,7,-85,-34.5957346,-58.44563734,43.5999984741211,6,WIFI
c4:64:13:c4:de:3a,Synergy,[WPA-PSK-TKIP+CCMP][ESS],2014-01-28 08:47:05,6,-85,-34.59568081,-58.4455786,42.7999992370605,4,WIFI
34:6a:a6:2f:7a:37,Lubeluz,[WPA-PSK-CCMP][ESS],2014-01-28 08:47:05,11,-87,-34.59568081,-58.4455786,42.7999992370605,4,WIFI
b0:77:ac:88:a4:9f,Fibertel WiFi516,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:05,11,-90,-34.59568081,-58.4455786,42.7999992370605,4,WIFI
74:ea:3a:ac:11:42,Michi,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:47:05,4,-91,-34.59568081,-58.4455786,42.7999992370605,4,WIFI
a4:52:6f:19:08:74,flia rodriguez,[WEP][ESS],2014-01-28 08:47:05,7,-72,-34.59568081,-58.4455786,42.7999992370605,4,WIFI
f4:ec:38:ce:7b:ba,SILVIA,[WEP][ESS],2014-01-28 08:47:05,4,-87,-34.59568081,-58.4455786,42.7999992370605,4,WIFI
b0:77:ac:55:8e:21,Fibertel WiFi187,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:20,11,-78,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
00:25:9c:69:88:2a,valehugo,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:47:20,6,-78,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
f0:7d:68:4f:f6:a2,woody,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:47:20,8,-78,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
e0:69:95:21:7c:80,Telecentro-9CAA,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:20,1,-84,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
00:1c:10:15:54:fd,BPG Ingenieria,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:47:20,5,-85,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
d4:d1:84:c0:c6:0e,WiFi-Arnet-6129,[WPA-PSK-CCMP][ESS],2014-01-28 08:47:20,4,-85,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
00:8c:54:b1:78:62,WiFi-Arnet-6837,[WPA-PSK-CCMP][ESS],2014-01-28 08:47:20,11,-90,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
00:8c:54:f7:57:72,WiFi-Arnet-5925,[WPA-PSK-CCMP][ESS],2014-01-28 08:47:20,1,-91,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
1c:7e:e5:dd:a2:e6,sirowifi,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:47:20,6,-92,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
e0:69:95:9b:01:11,Telecentro-44AC,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:20,11,-93,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
20:cf:30:38:93:5c,Telecentro-2718,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:20,11,-94,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
90:f6:52:f0:56:24,AP-E-Atacama,[WEP][ESS],2014-01-28 08:47:20,7,-81,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
3c:75:4a:f4:09:22,.: GeoSeo :.,[WEP][ESS],2014-01-28 08:47:20,11,-86,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
00:1d:7e:d2:5f:51,linksys,[ESS],2014-01-28 08:47:20,6,-93,-34.59512759,-58.44485539,31.3999996185303,4,WIFI
72234_83_2431925,AR Personal,HSDPA;ar,2014-01-28 08:47:20,0,-83,-34.59512759,-58.44485539,31.3999996185303,4,GSM
38:60:77:a5:a6:13,Telecentro-3d56,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:36,1,-64,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
e8:40:f2:4f:56:8b,Telecentro-161A,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:36,1,-65,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
38:60:77:75:a5:19,Telecentro-e624,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:36,1,-74,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
90:b1:34:8d:ea:ec,Fibertel WiFi267,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:36,11,-76,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
54:be:f7:83:7d:f8,Fibertel WiFi591,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:47:36,11,-79,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
74:88:8b:07:58:be,Ernes,[WPA-PSK-CCMP][ESS],2014-01-28 08:47:36,9,-84,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
f8:d1:11:8d:5d:40,TP-LINK_claudia,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:47:36,4,-84,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
d4:d1:84:c9:2d:6e,peky,[WPA-PSK-CCMP][ESS],2014-01-28 08:47:36,6,-88,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
a4:7a:a4:81:c4:64,Fibertel WiFi352,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:36,6,-88,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
90:f6:52:c2:bf:74,AP-R-Atacama,[WEP][ESS],2014-01-28 08:47:36,7,-58,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
02:21:11:42:50:3d,HP08461B,[IBSS],2014-01-28 08:47:36,10,-67,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
08:10:74:38:0e:84,AquariusPC,[ESS],2014-01-28 08:47:36,6,-83,-34.59489539,-58.44460578,31.7999992370605,4,WIFI
54:be:f7:4c:29:4c,Fibertel WiFi358,[WPA-PSK-TKIP][ESS],2014-01-28 08:47:52,1,-81,-34.59492226,-58.44455992,27.6000003814697,4,WIFI
7c:05:07:8a:ca:22,Fibertel WiFi138,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:47:52,1,-84,-34.59492226,-58.44455992,27.6000003814697,4,WIFI
00:23:69:24:6d:d0,Soprano,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:47:52,1,-85,-34.59492226,-58.44455992,27.6000003814697,4,WIFI
f8:d1:11:2f:1b:68,JVPHOTO,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:47:52,4,-85,-34.59492226,-58.44455992,27.6000003814697,4,WIFI
b4:b3:62:6e:3e:e1,WiFi-Arnet-7148,[WPA-PSK-CCMP][ESS],2014-01-28 08:47:52,9,-90,-34.59492226,-58.44455992,27.6000003814697,4,WIFI
00:23:cd:f1:0a:7a,ALRA_SS,[WEP][ESS],2014-01-28 08:47:52,6,-80,-34.59492226,-58.44455992,27.6000003814697,4,WIFI
14:5b:d1:31:81:65,Fibertel WiFi661,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:07,6,-68,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
f0:7d:68:7a:84:3a,Poliak,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:48:07,8,-75,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
20:e5:64:da:34:ad,juanmako,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:07,11,-77,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
cc:7d:37:83:97:55,Fibertel WiFi425,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:07,1,-79,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
00:21:00:41:23:c8,FEITO,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:07,11,-80,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
f8:d1:11:37:5d:48,AXION,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:48:07,11,-81,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
b0:48:7a:f4:64:50,Estetica Plena SPA,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:48:07,1,-84,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
20:e5:64:d8:ae:47,Fibertel WiFi773,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:07,6,-84,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
e0:cb:4e:52:e1:e5,WIFI WebSTAR,[WEP][ESS],2014-01-28 08:48:07,6,-84,-34.59493539,-58.44450553,23.2000007629395,5,WIFI
00:22:6b:7b:8b:eb,ALRAVW,[WPA-PSK-TKIP][WPS][ESS],2014-01-28 08:48:23,6,-72,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
00:e0:4c:f5:b2:a1,ALRA_PB,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2014-01-28 08:48:23,6,-76,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
64:66:b3:60:af:e0,Tetitas,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:48:23,1,-82,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
00:24:8c:79:ca:29,*PAULA WIFI*,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:23,6,-83,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
94:cc:b9:7d:9f:1e,Fibertel WiFi207,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:23,11,-85,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
90:3e:ab:8d:0b:cf,Fibertel WiFi603,[WPA-PSK-TKIP+CCMP][ESS],2014-01-28 08:48:23,11,-86,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
cc:7d:37:f5:4e:27,THE INTERNET,[WPA-PSK-CCMP][ESS],2014-01-28 08:48:23,11,-91,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
00:21:91:30:32:f9,Wi-Fi Oficina Termas,[WEP][ESS],2014-01-28 08:48:23,3,-80,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
50:67:f0:95:2b:06,eljardindelosartistas,[WEP][ESS],2014-01-28 08:48:23,11,-81,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
00:0e:2e:f1:08:97,GastonIngrid,[WEP][ESS],2014-01-28 08:48:23,3,-86,-34.59490528,-58.44446073,25.2999992370605,5,WIFI
1c:bd:b9:c8:e5:1e,JEREMIAS_Network,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:48:39,10,-83,-34.59473636,-58.44443359,33.4000015258789,3,WIFI
a4:7a:a4:88:77:6d,Fibertel WiFi900,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:39,11,-84,-34.59473636,-58.44443359,33.4000015258789,3,WIFI
62:f0:ec:28:93:32,WiFi-Arnet-tpjq,[WPA-PSK-CCMP][ESS],2014-01-28 08:48:39,11,-87,-34.59473636,-58.44443359,33.4000015258789,3,WIFI
00:0c:42:51:b8:a2,RIF,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:39,3,-85,-34.59473636,-58.44443359,33.4000015258789,3,WIFI
9c:d2:4b:77:01:c5,WiFi-Arnet-6t96,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:48:39,7,-93,-34.59473636,-58.44443359,33.4000015258789,3,WIFI
00:25:f2:94:e3:7e,Dina Wifi,[WEP][ESS],2014-01-28 08:48:39,6,-84,-34.59473636,-58.44443359,33.4000015258789,3,WIFI
34:4b:50:3f:3f:c5,princesa,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:54,8,-66,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
5c:d9:98:fe:5a:86,Salvador,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:48:54,6,-81,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
98:fc:11:dc:a1:8f,Gabriela,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-28 08:48:54,6,-83,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
4c:72:b9:3c:66:b3,Fibertel WiFi035,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:48:54,1,-84,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
e0:69:95:2b:f2:4f,OLIVER,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:54,6,-86,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
48:f8:b3:23:e7:bc,Lucia,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:48:54,1,-87,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
7c:05:07:9e:10:8e,MAXIMO WIFI,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:48:54,1,-88,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
74:ea:3a:db:a0:ee,CORALEY,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:48:54,4,-90,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
14:5b:d1:c6:ec:8e,Fibertel WiFi560,[WPA-PSK-TKIP][ESS],2014-01-28 08:48:54,1,-92,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
10:fe:ed:55:17:c6,red inalambrica,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:48:54,3,-92,-34.59469898,-58.44453242,34.7999992370605,5,WIFI
9c:d2:4b:76:5b:ad,WiFi-Arnet-p924,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:49:10,7,-73,-34.594447,-58.44463362,40.9000015258789,4,WIFI
1c:af:f7:42:c6:58,Juana,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:49:10,11,-77,-34.594447,-58.44463362,40.9000015258789,4,WIFI
90:b1:34:8f:25:12,Fibertel WiFi334,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:10,1,-78,-34.594447,-58.44463362,40.9000015258789,4,WIFI
00:24:8c:79:ad:5d,FT81615,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:10,6,-78,-34.594447,-58.44463362,40.9000015258789,4,WIFI
68:7f:74:f6:4b:71,Marian,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-28 08:49:10,6,-80,-34.594447,-58.44463362,40.9000015258789,4,WIFI
fc:f5:28:b2:63:e7,SariAlbertoWIFI,[WPA2-PSK-CCMP][ESS],2014-01-28 08:49:10,11,-83,-34.594447,-58.44463362,40.9000015258789,4,WIFI
94:cc:b9:7f:ca:a4,CINTIA _WiFi,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:10,11,-85,-34.594447,-58.44463362,40.9000015258789,4,WIFI
94:cc:b9:7d:a5:94,Fibertel WiFi980,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:10,1,-85,-34.594447,-58.44463362,40.9000015258789,4,WIFI
ec:43:f6:7d:de:68,WiFi-Arnet-yp75,[WPA-PSK-CCMP][ESS],2014-01-28 08:49:10,11,-87,-34.594447,-58.44463362,40.9000015258789,4,WIFI
54:e6:fc:af:a6:52,ORIENTAL,[WEP][ESS],2014-01-28 08:49:10,11,-77,-34.594447,-58.44463362,40.9000015258789,4,WIFI
00:11:3b:02:55:22,NOELIA,[WEP][ESS],2014-01-28 08:49:10,11,-80,-34.594447,-58.44463362,40.9000015258789,4,WIFI
74:88:8b:29:18:15,corrientes28,[WEP][ESS],2014-01-28 08:49:10,6,-81,-34.594447,-58.44463362,40.9000015258789,4,WIFI
70:71:bc:05:46:e1,diffis,[WEP][ESS],2014-01-28 08:49:10,6,-84,-34.594447,-58.44463362,40.9000015258789,4,WIFI
30:39:f2:09:55:ef,Tinkerbell,[WEP][ESS],2014-01-28 08:49:10,1,-88,-34.594447,-58.44463362,40.9000015258789,4,WIFI
e0:cb:4e:51:ce:a7,FT8524.,[ESS],2014-01-28 08:49:10,6,-85,-34.594447,-58.44463362,40.9000015258789,4,WIFI
ce:d7:19:1f:b4:3a,miguel123456-invitado,[ESS],2014-01-28 08:49:10,3,-91,-34.594447,-58.44463362,40.9000015258789,4,WIFI
1c:7e:e5:dd:b0:ea,Casa Su,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:49:26,1,-66,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
00:8c:54:b0:e7:d2,Ser-Ca,[WPA-PSK-CCMP][ESS],2014-01-28 08:49:26,6,-70,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
20:cf:30:04:7a:e4,Telecentro-1d12,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:26,1,-77,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
b0:48:7a:ed:5b:de,HeladeriaCerisse,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:49:26,4,-78,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
20:aa:4b:a0:dc:55,wifik,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:49:26,1,-79,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
f8:1a:67:57:45:1e,Telecentro-451E,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:49:26,1,-80,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
1c:af:f7:17:06:c8,spider,[WPA-PSK-TKIP][WPA2-PSK-TKIP][WPS][ESS],2014-01-28 08:49:26,11,-84,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
14:5b:d1:c7:1a:fb,SusaNet,[WPA-PSK-CCMP][ESS],2014-01-28 08:49:26,11,-84,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
90:b1:34:44:f5:c2,Fibertel WiFi552,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:26,11,-90,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
90:b1:34:90:40:62,Fibertel WiFi107,[WPA-PSK-TKIP+CCMP][ESS],2014-01-28 08:49:26,11,-90,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
00:02:6f:a4:30:5c,Fauna2,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:49:26,11,-91,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
f8:d1:11:3c:32:fa,PULPO,[WEP][ESS],2014-01-28 08:49:26,11,-76,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
f8:d1:11:2b:5c:ae,Wi-Fi,[WEP][ESS],2014-01-28 08:49:26,11,-82,-34.59424631,-58.44491606,38.9000015258789,4,WIFI
90:f6:52:f0:56:24,AP-E-Atacama,[WEP][ESS],2014-01-28 08:49:41,7,-74,-34.59411992,-58.44506482,43.2999992370605,4,WIFI
68:7f:74:dc:92:04,Garcia,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][WPS][ESS],2014-01-28 08:49:41,6,-68,-34.59411992,-58.44506482,43.2999992370605,4,WIFI
f8:1a:67:57:1f:04,Telecentro-1F04,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:49:41,10,-70,-34.59411992,-58.44506482,43.2999992370605,4,WIFI
e0:69:95:98:83:dc,WW0,[WPA-PSK-TKIP+CCMP][ESS],2014-01-28 08:49:41,11,-76,-34.59411992,-58.44506482,43.2999992370605,4,WIFI
f8:1a:67:f5:89:0e,Tere,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:49:41,13,-80,-34.59411992,-58.44506482,43.2999992370605,4,WIFI
72234_83_2431925,AR Personal,HSDPA;ar,2014-01-28 08:49:41,0,-83,-34.59411992,-58.44506482,43.2999992370605,4,GSM
00:11:50:8d:50:1c,VISCONTI,[WPA2-PSK-CCMP][ESS],2014-01-28 08:49:57,11,-69,-34.59408411,-58.44517021,31.8999996185303,7,WIFI
90:b1:34:8d:13:70,efímeraseñal,[WPA-PSK-CCMP][ESS],2014-01-28 08:49:57,1,-76,-34.59408411,-58.44517021,31.8999996185303,7,WIFI
34:4b:50:3d:d0:50,ariel,[WPA-PSK-CCMP][ESS],2014-01-28 08:49:57,4,-76,-34.59408411,-58.44517021,31.8999996185303,7,WIFI
20:cf:30:4f:1a:3a,silvia,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:57,1,-86,-34.59408411,-58.44517021,31.8999996185303,7,WIFI
90:b1:34:8c:8f:ec,Fibertel WiFi370,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:57,6,-87,-34.59408411,-58.44517021,31.8999996185303,7,WIFI
00:24:8c:20:b9:41,Fibertel WiFi012,[WPA-PSK-TKIP][ESS],2014-01-28 08:49:57,6,-88,-34.59408411,-58.44517021,31.8999996185303,7,WIFI
f4:ec:38:9d:aa:d4,WiFi,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:50:13,1,-69,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
d8:5d:4c:9e:2b:64,cachi,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:50:13,4,-77,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
64:66:b3:91:2d:2c,HOME,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:50:13,6,-79,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
00:22:6b:7b:8b:bb,Estudio Camiser,[WPA-PSK-TKIP][WPS][ESS],2014-01-28 08:50:13,6,-80,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
e0:69:95:5e:4e:96,Telecentro-32ae,[WPA-PSK-TKIP][ESS],2014-01-28 08:50:13,11,-83,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
8c:04:ff:7d:1f:2d,Telecentro-2324,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:50:13,11,-83,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
00:23:f8:d9:cf:f7,wifi_sion,[WPA2-PSK-CCMP][ESS],2014-01-28 08:50:13,3,-84,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
8c:04:ff:ba:1b:6b,Telecentro-1d88,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:50:13,11,-84,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
c8:3a:35:2a:5f:90,NISUTA_2A5F90,[WPA-PSK-CCMP][ESS],2014-01-28 08:50:13,8,-86,-34.59383444,-58.44525921,38.4000015258789,4,WIFI
