WigleWifi-1.4,appRelease=1.58,model=LT26i,release=4.1.2,device=LT26i,display=6.2.B.0.200,board=MSM8660_SURF,brand=SEMC
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
c0:c1:c0:4c:d5:3c,CoverGroup,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:25:47,1,-82,-34.63496727,-58.55174919,36,4,WIFI
d4:d1:84:33:4e:58,Speedy-33300,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:47,1,-91,-34.63496727,-58.55174919,36,4,WIFI
b8:c7:16:ad:82:23,Malychkowifi,[WEP][ESS],2014-01-27 23:25:47,1,-73,-34.63496727,-58.55174919,36,4,WIFI
72234_84_2518549,AR Personal,HSDPA;ar,2014-01-27 23:25:47,0,-69,-34.63496727,-58.55174919,36,4,GSM
78:cd:8e:82:ff:fe,luda wifi,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:03,1,-67,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
c0:c1:c0:4c:d5:3c,CoverGroup,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:26:03,1,-82,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
d4:d1:84:33:4e:58,Speedy-33300,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:03,1,-91,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
b8:c7:16:ad:82:23,Malychkowifi,[WEP][ESS],2014-01-27 23:26:03,1,-73,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
38:60:77:42:e3:51,Telecentro-d23a,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:03,11,-74,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
8c:04:ff:ba:72:2a,Telecentro-8254,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:26:03,11,-82,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
98:fc:11:d5:d5:2c,DAZ CONDUCTORES,[WPA-PSK-TKIP][WPS][ESS],2014-01-27 23:26:03,6,-83,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
34:6b:d3:07:82:68,Speedy-078260,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:26:03,10,-83,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
e8:40:f2:3b:38:cd,Telecentro-1F98,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:03,6,-84,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
d0:d4:12:5a:29:6a,Speedy-5A296A,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:26:03,1,-85,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
50:67:f0:9e:38:99,Speedy_oc6h5k,[WEP][ESS],2014-01-27 23:26:03,1,-77,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
c8:d5:fe:0f:10:48,Speedy-5963,[WEP][ESS],2014-01-27 23:26:03,6,-82,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
b0:79:94:ea:67:77,FoxFi03,[WPS][ESS],2014-01-27 23:26:03,1,-82,-34.63537688,-58.55362801,39.2999992370605,7,WIFI
72234_84_2518549,AR Personal,HSDPA;ar,2014-01-27 23:26:03,0,-77,-34.63537688,-58.55362801,39.2999992370605,7,GSM
38:22:9d:3e:73:68,Ramos,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:19,1,-86,-34.63557296,-58.55433991,39.2000007629395,5,WIFI
38:60:77:3a:e0:b1,Telecentro-abce,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:19,6,-86,-34.63557296,-58.55433991,39.2000007629395,5,WIFI
38:60:77:16:95:7e,Telecentro-03fe,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:19,6,-87,-34.63557296,-58.55433991,39.2000007629395,5,WIFI
8c:04:ff:ba:49:66,Telecentro-25dc,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:26:19,6,-88,-34.63557296,-58.55433991,39.2000007629395,5,WIFI
a4:7a:a4:88:3d:f5,Wifi LOL,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:19,11,-94,-34.63557296,-58.55433991,39.2000007629395,5,WIFI
e0:69:95:4f:01:6c,Telecentro-EB08,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:19,11,-95,-34.63557296,-58.55433991,39.2000007629395,5,WIFI
f8:af:25:1b:2c:6d,SANITARIOS MRM,[WEP][ESS],2014-01-27 23:26:19,11,-84,-34.63557296,-58.55433991,39.2000007629395,5,WIFI
38:22:9d:3e:73:68,Ramos,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:35,1,-86,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
38:60:77:3a:e0:b1,Telecentro-abce,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:35,6,-86,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
38:60:77:16:95:7e,Telecentro-03fe,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:35,6,-87,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
8c:04:ff:ba:49:66,Telecentro-25dc,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:26:35,6,-88,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
a4:7a:a4:88:3d:f5,Wifi LOL,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:35,11,-94,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
e0:69:95:4f:01:6c,Telecentro-EB08,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:35,11,-95,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
f8:af:25:1b:2c:6d,SANITARIOS MRM,[WEP][ESS],2014-01-27 23:26:35,11,-84,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
90:3e:ab:8c:03:f5,MAI,[WPA-PSK-CCMP][ESS],2014-01-27 23:26:35,11,-71,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
14:5b:d1:40:72:b9,Fibertel WiFi258,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:35,6,-78,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
38:60:77:0b:dc:11,Telecentro-4706,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:35,6,-85,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
d4:d1:84:33:50:20,Bikes_GP,[WPA2-PSK-CCMP][ESS],2014-01-27 23:26:35,1,-88,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
22:c9:d0:ac:3d:52,Prenaport,[WPA2-PSK-CCMP][ESS],2014-01-27 23:26:35,1,-93,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
00:11:3b:20:cc:4c,AP10,[ESS],2014-01-27 23:26:35,4,-87,-34.63598853,-58.55564818,31.8999996185303,3,WIFI
72234_84_2518549,AR Personal,HSDPA;ar,2014-01-27 23:26:35,0,-81,-34.63598853,-58.55564818,31.8999996185303,3,GSM
90:3e:ab:8c:03:f5,MAI,[WPA-PSK-CCMP][ESS],2014-01-27 23:26:51,11,-71,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
14:5b:d1:40:72:b9,Fibertel WiFi258,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:51,6,-78,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
38:60:77:0b:dc:11,Telecentro-4706,[WPA-PSK-TKIP][ESS],2014-01-27 23:26:51,6,-85,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
d4:d1:84:33:50:20,Bikes_GP,[WPA2-PSK-CCMP][ESS],2014-01-27 23:26:51,1,-88,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
22:c9:d0:ac:3d:52,Prenaport,[WPA2-PSK-CCMP][ESS],2014-01-27 23:26:51,1,-93,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
00:11:3b:20:cc:4c,AP10,[ESS],2014-01-27 23:26:51,4,-87,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
f8:1a:67:62:09:38,pat,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:26:51,6,-86,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
f8:af:25:9f:e5:cb,Speedy-9FE5C2,[WEP][ESS],2014-01-27 23:26:51,6,-82,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
c8:6c:87:ff:39:e3,marianb,[WEP][ESS],2014-01-27 23:26:51,1,-88,-34.63639073,-58.5569559,37.9000015258789,3,WIFI
72234_84_2518549,AR Personal,HSDPA;ar,2014-01-27 23:26:51,0,-85,-34.63639073,-58.5569559,37.9000015258789,3,GSM
e0:69:95:92:b5:85,Telecentro-62E8,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:06,11,-69,-34.6366895,-58.55791035,34.0999984741211,5,WIFI
14:5b:d1:97:1c:f9,Fibertel WiFi257,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:06,6,-80,-34.6366895,-58.55791035,34.0999984741211,5,WIFI
00:02:2a:f0:72:71,MotorC,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2014-01-27 23:27:06,11,-85,-34.6366895,-58.55791035,34.0999984741211,5,WIFI
e0:69:95:45:2a:dd,Telecentro-119C,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:06,6,-85,-34.6366895,-58.55791035,34.0999984741211,5,WIFI
8c:04:ff:ba:31:48,Telecentro-1050,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:06,11,-87,-34.6366895,-58.55791035,34.0999984741211,5,WIFI
f8:0f:26:28:f2:75,kily,[WEP][ESS],2014-01-27 23:27:06,1,-80,-34.6366895,-58.55791035,34.0999984741211,5,WIFI
54:e6:fc:dd:55:88,Rey del Algarrobo,[WEP][ESS],2014-01-27 23:27:06,1,-88,-34.6366895,-58.55791035,34.0999984741211,5,WIFI
c8:d5:fe:70:df:f1,ROLANDOWIFI,[WEP][ESS],2014-01-27 23:27:06,1,-92,-34.6366895,-58.55791035,34.0999984741211,5,WIFI
72234_84_2518444,AR Personal,UMTS;ar,2014-01-27 23:27:06,0,-87,-34.6366895,-58.55791035,34.0999984741211,5,GSM
e0:69:95:92:b5:85,Telecentro-62E8,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:22,11,-69,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
14:5b:d1:97:1c:f9,Fibertel WiFi257,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:22,6,-80,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
00:02:2a:f0:72:71,MotorC,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2014-01-27 23:27:22,11,-85,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
e0:69:95:45:2a:dd,Telecentro-119C,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:22,6,-85,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
8c:04:ff:ba:31:48,Telecentro-1050,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:22,11,-87,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
f8:0f:26:28:f2:75,kily,[WEP][ESS],2014-01-27 23:27:22,1,-80,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
54:e6:fc:dd:55:88,Rey del Algarrobo,[WEP][ESS],2014-01-27 23:27:22,1,-88,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
c8:d5:fe:70:df:f1,ROLANDOWIFI,[WEP][ESS],2014-01-27 23:27:22,1,-92,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
38:60:77:79:81:65,Telecentro-m66,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:22,1,-68,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
38:60:77:a5:80:3f,Telecentro-30c6,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:22,11,-74,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
68:7f:74:ef:20:25,LOSGALARRAGA,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-27 23:27:22,6,-83,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
8c:04:ff:ba:70:44,Telecentro-69e8,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:22,11,-84,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
70:54:d2:d6:1d:dd,Fibertel WiFi547,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:22,1,-86,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
8c:04:ff:7d:1c:8f,Telecentro-3a58,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:22,11,-88,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
00:1a:3f:59:0b:04,INTELBRAS,[ESS],2014-01-27 23:27:22,11,-80,-34.63727667,-58.55979437,37.7999992370605,4,WIFI
72234_84_2518444,AR Personal,UMTS;ar,2014-01-27 23:27:22,0,-91,-34.63727667,-58.55979437,37.7999992370605,4,GSM
38:60:77:79:81:65,Telecentro-m66,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:37,1,-68,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
38:60:77:a5:80:3f,Telecentro-30c6,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:37,11,-74,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
68:7f:74:ef:20:25,LOSGALARRAGA,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-27 23:27:37,6,-83,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
8c:04:ff:ba:70:44,Telecentro-69e8,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:37,11,-84,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
70:54:d2:d6:1d:dd,Fibertel WiFi547,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:37,1,-86,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
8c:04:ff:7d:1c:8f,Telecentro-3a58,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:37,11,-88,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
00:1a:3f:59:0b:04,INTELBRAS,[ESS],2014-01-27 23:27:37,11,-80,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
b0:77:ac:54:91:e0,Aurora.Castells,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:37,6,-69,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
64:70:02:7b:0e:12,Mercedes,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:37,7,-71,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
c6:73:1e:cf:ec:69,DIRECT-wS[TV]UN46EH5300,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:37,11,-77,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
4c:72:b9:92:7b:ad,Fibertel WiFi805,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:37,11,-80,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
f8:af:25:17:62:41,danay,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2014-01-27 23:27:37,11,-80,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
14:5b:d1:97:ca:1d,Fibertel WiFi066,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:37,1,-81,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
38:60:77:9a:4d:8e,Telecentro-a50e,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:37,11,-82,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
f4:ec:38:a4:08:06,Instituto Janne Colby - 46586573,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:37,9,-84,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
e8:40:f2:59:b7:4a,Ivanna WIFI,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:37,11,-85,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
e0:69:95:95:02:80,Telecentro-aa3c,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:37,11,-85,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
f4:ec:38:c1:ad:26,Rocio,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:27:37,4,-87,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
64:70:02:7e:44:0e,Red_WiFi,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:37,1,-87,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
e8:40:f2:55:a7:d1,Telecentro-0C6E,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:37,1,-91,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
00:18:e7:5e:0d:0e,Hernan,[WEP][ESS],2014-01-27 23:27:37,10,-76,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
e4:83:99:22:3a:3d,DELMI WIFI,[WEP][ESS],2014-01-27 23:27:37,11,-82,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
c8:d5:fe:83:a0:e1,Romina,[WEP][ESS],2014-01-27 23:27:37,1,-94,-34.6377417,-58.56153389,41.5999984741211,6,WIFI
72234_84_2518444,AR Personal,UMTS;ar,2014-01-27 23:27:37,0,-91,-34.6377417,-58.56153389,41.5999984741211,6,GSM
b0:77:ac:54:91:e0,Aurora.Castells,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,6,-69,-34.63825479,-58.56324128,40.5,6,WIFI
64:70:02:7b:0e:12,Mercedes,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:53,7,-71,-34.63825479,-58.56324128,40.5,6,WIFI
c6:73:1e:cf:ec:69,DIRECT-wS[TV]UN46EH5300,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:53,11,-77,-34.63825479,-58.56324128,40.5,6,WIFI
4c:72:b9:92:7b:ad,Fibertel WiFi805,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:53,11,-80,-34.63825479,-58.56324128,40.5,6,WIFI
f8:af:25:17:62:41,danay,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2014-01-27 23:27:53,11,-80,-34.63825479,-58.56324128,40.5,6,WIFI
14:5b:d1:97:ca:1d,Fibertel WiFi066,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,1,-81,-34.63825479,-58.56324128,40.5,6,WIFI
38:60:77:9a:4d:8e,Telecentro-a50e,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,11,-82,-34.63825479,-58.56324128,40.5,6,WIFI
f4:ec:38:a4:08:06,Instituto Janne Colby - 46586573,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:53,9,-84,-34.63825479,-58.56324128,40.5,6,WIFI
e8:40:f2:59:b7:4a,Ivanna WIFI,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:53,11,-85,-34.63825479,-58.56324128,40.5,6,WIFI
e0:69:95:95:02:80,Telecentro-aa3c,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,11,-85,-34.63825479,-58.56324128,40.5,6,WIFI
f4:ec:38:c1:ad:26,Rocio,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:27:53,4,-87,-34.63825479,-58.56324128,40.5,6,WIFI
64:70:02:7e:44:0e,Red_WiFi,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:53,1,-87,-34.63825479,-58.56324128,40.5,6,WIFI
e8:40:f2:55:a7:d1,Telecentro-0C6E,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,1,-91,-34.63825479,-58.56324128,40.5,6,WIFI
00:18:e7:5e:0d:0e,Hernan,[WEP][ESS],2014-01-27 23:27:53,10,-76,-34.63825479,-58.56324128,40.5,6,WIFI
e4:83:99:22:3a:3d,DELMI WIFI,[WEP][ESS],2014-01-27 23:27:53,11,-82,-34.63825479,-58.56324128,40.5,6,WIFI
c8:d5:fe:83:a0:e1,Romina,[WEP][ESS],2014-01-27 23:27:53,1,-94,-34.63825479,-58.56324128,40.5,6,WIFI
1c:14:48:dc:53:36,Caspian Polo Group,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:53,1,-63,-34.63825479,-58.56324128,40.5,6,WIFI
20:e5:64:da:95:5a,kariwifi,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,6,-65,-34.63825479,-58.56324128,40.5,6,WIFI
e8:40:f2:d9:db:12,Fibertel WiFi550,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,6,-72,-34.63825479,-58.56324128,40.5,6,WIFI
00:25:f1:84:a7:96,Fibertel WiFi844*,[WPA-PSK-CCMP][ESS],2014-01-27 23:27:53,1,-74,-34.63825479,-58.56324128,40.5,6,WIFI
f8:ed:80:12:d8:21,Speedy-12D818,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:53,1,-77,-34.63825479,-58.56324128,40.5,6,WIFI
b0:48:7a:99:ae:d8,elmer,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:27:53,9,-77,-34.63825479,-58.56324128,40.5,6,WIFI
70:7e:43:fe:56:2f,DyAuptle,[WPA-PSK-CCMP][ESS],2014-01-27 23:27:53,11,-78,-34.63825479,-58.56324128,40.5,6,WIFI
00:1a:70:49:37:69,oficinenreden,[WPA-PSK-CCMP][ESS],2014-01-27 23:27:53,6,-78,-34.63825479,-58.56324128,40.5,6,WIFI
00:1e:e5:3f:58:bc,Sandra,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:27:53,11,-80,-34.63825479,-58.56324128,40.5,6,WIFI
00:13:f7:7a:93:2d,SMC,[WPA-PSK-TKIP+CCMP][WPA2-PSK-CCMP-preauth][ESS],2014-01-27 23:27:53,6,-80,-34.63825479,-58.56324128,40.5,6,WIFI
4c:ac:0a:8f:e6:b5,consul-celta,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,11,-80,-34.63825479,-58.56324128,40.5,6,WIFI
48:5b:39:87:99:10,Broadcom_SES_30238,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,11,-80,-34.63825479,-58.56324128,40.5,6,WIFI
00:02:6f:86:74:10,Ruben,[WPA2-PSK-CCMP][ESS],2014-01-27 23:27:53,5,-83,-34.63825479,-58.56324128,40.5,6,WIFI
00:06:25:fe:df:5c,Blue,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,6,-85,-34.63825479,-58.56324128,40.5,6,WIFI
e0:69:95:2c:12:74,MOYA,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,11,-85,-34.63825479,-58.56324128,40.5,6,WIFI
90:b1:34:4c:ba:83,Fibertel Carbone,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,6,-86,-34.63825479,-58.56324128,40.5,6,WIFI
f4:ec:38:b5:de:54,Hernan.Coty,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:27:53,4,-87,-34.63825479,-58.56324128,40.5,6,WIFI
f8:1a:67:38:85:50,MHM,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:27:53,6,-88,-34.63825479,-58.56324128,40.5,6,WIFI
a0:f3:c1:15:f5:c6,Duranton,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:27:53,4,-88,-34.63825479,-58.56324128,40.5,6,WIFI
94:cc:b9:7e:17:a2,Fibertel WiFi700,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,6,-88,-34.63825479,-58.56324128,40.5,6,WIFI
20:cf:30:3f:97:3a,Telecentro-4C14,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,11,-90,-34.63825479,-58.56324128,40.5,6,WIFI
e0:69:95:98:11:50,Telecentro-4522,[WPA-PSK-TKIP][ESS],2014-01-27 23:27:53,1,-91,-34.63825479,-58.56324128,40.5,6,WIFI
00:1f:c6:7d:cb:61,Internet BIASE,[WEP][ESS],2014-01-27 23:27:53,11,-80,-34.63825479,-58.56324128,40.5,6,WIFI
04:c1:b9:83:f8:2c,Speedy-STMqeg,[WEP][ESS],2014-01-27 23:27:53,11,-87,-34.63825479,-58.56324128,40.5,6,WIFI
94:cc:b9:1c:52:ae,Ines 2013,[WEP][ESS],2014-01-27 23:27:53,1,-88,-34.63825479,-58.56324128,40.5,6,WIFI
70:71:bc:05:4c:f5,German,[WEP][ESS],2014-01-27 23:27:53,6,-90,-34.63825479,-58.56324128,40.5,6,WIFI
72234_84_2518444,AR Personal,UMTS;ar,2014-01-27 23:27:53,0,-93,-34.63825479,-58.56324128,40.5,6,GSM
00:25:9c:2d:9c:00,Frank,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:28:09,6,-58,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
70:7e:43:fe:57:e2,NANCY,[WPA-PSK-TKIP][ESS],2014-01-27 23:28:09,6,-61,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
34:08:04:bb:f4:5a,dlink,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:28:09,6,-64,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
4c:72:b9:52:ea:60,Fibertel norberto,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:28:09,11,-70,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
00:14:a5:8d:6c:11,FT wifi Gisela,[WPA-PSK-TKIP][ESS],2014-01-27 23:28:09,11,-71,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
7c:05:07:9d:12:06,Fibertel WiFi255,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:28:09,1,-74,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
e8:40:f2:34:f7:a7,Fibertel WiFi193,[WPA-PSK-TKIP][ESS],2014-01-27 23:28:09,11,-74,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
e0:69:95:31:2e:1d,Telecentro-C5D0,[WPA-PSK-TKIP][ESS],2014-01-27 23:28:09,11,-74,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
38:60:77:a5:9c:77,Telecentro-caee,[WPA-PSK-TKIP][ESS],2014-01-27 23:28:09,1,-79,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
00:24:8c:0a:fb:2b,Fibertel WiFi787,[WPA-PSK-TKIP][ESS],2014-01-27 23:28:09,6,-85,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
00:02:cf:a1:ad:69,redmacl,[WEP][ESS],2014-01-27 23:28:09,11,-79,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
4c:ac:0a:8f:8f:d1,Speedy-8F8FD1,[WEP][ESS],2014-01-27 23:28:09,11,-84,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
00:25:f1:a1:7c:a6,Fibertel WiFi 2,[WEP][ESS],2014-01-27 23:28:09,11,-85,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
7c:bf:b1:50:54:35,Motorola,[ESS],2014-01-27 23:28:09,1,-81,-34.63800883,-58.56413057,36.5999984741211,5,WIFI
